año_censo,provincia_id,cobertura,grupo_etario,sexo,cantidad
2010,90,Privada,35-54,M,65909.0
2010,90,Privada,55-74,M,53028.0
2010,90,Privada,75+,M,16044.0
2010,90,Privada,0-14,M,17271.0
2010,90,Privada,15-34,M,20610.0
2010,90,Privada,35-54,M,13675.0
2010,90,Privada,55-74,M,5726.0
2010,90,Privada,75+,M,522.0
2010,90,Privada,0-14,M,16560.0
2010,90,Privada,15-34,M,21180.0
2010,90,Privada,35-54,M,13309.0
2010,90,Privada,55-74,M,6353.0
2010,90,Privada,75+,M,352.0
2010,90,Pública,0-14,M,6328.0
2010,90,Pública,15-34,M,4716.0
2010,90,Pública,35-54,M,3350.0
2010,90,Pública,55-74,M,2595.0
2010,90,Pública,75+,M,467.0
2010,90,No tiene cobertura social,0-14,M,89212.0
2010,90,No tiene cobertura social,15-34,M,109050.0
2010,90,No tiene cobertura social,35-54,M,53149.0
2010,90,No tiene cobertura social,55-74,M,20129.0
2010,90,No tiene cobertura social,75+,M,996.0
2010,94,Privada,0-14,M,9748.0
2010,94,Privada,15-34,M,11940.0
2010,94,Privada,35-54,M,9715.0
2010,94,Privada,55-74,M,3924.0
2010,94,Privada,75+,M,491.0
2010,94,Privada,0-14,M,2585.0
2010,94,Privada,15-34,M,3718.0
2010,94,Privada,35-54,M,2836.0
2010,94,Privada,55-74,M,691.0
2010,94,Privada,75+,M,36.0
2010,94,Privada,0-14,M,265.0
2010,94,Privada,15-34,M,397.0
2010,94,Privada,35-54,M,696.0
2010,94,Privada,55-74,M,241.0
2010,94,Privada,75+,M,20.0
2010,94,Pública,0-14,M,1652.0
2010,94,Pública,15-34,M,779.0
2010,94,Pública,35-54,M,690.0
2010,94,Pública,55-74,M,308.0
2010,94,Pública,75+,M,14.0
2010,94,No tiene cobertura social,0-14,M,3139.0
2010,94,No tiene cobertura social,15-34,M,6234.0
2010,94,No tiene cobertura social,35-54,M,3484.0
2010,94,No tiene cobertura social,55-74,M,1203.0
2010,94,No tiene cobertura social,75+,M,14.0
2022,2,Privada,0-14,F,180800.0
2022,2,Privada,15-34,F,311224.0
2022,2,Privada,35-54,F,334578.0
2022,2,Privada,55-74,F,231237.0
2022,2,Privada,75+,F,86678.0
2022,2,Pública,0-14,F,6632.0
2022,2,Pública,15-34,F,9333.0
2022,2,Pública,35-54,F,8803.0
2022,2,Pública,55-74,F,5162.0
2022,2,Pública,75+,F,797.0
2022,2,No tiene cobertura social,0-14,F,46115.0
2022,2,No tiene cobertura social,15-34,F,103680.0
2022,2,No tiene cobertura social,35-54,F,72927.0
2022,2,No tiene cobertura social,55-74,F,29057.0
2022,2,No tiene cobertura social,75+,F,1758.0
2022,6,Privada,0-14,F,1056380.0
2022,6,Privada,15-34,F,1340083.0
2022,6,Privada,35-54,F,1390423.0
2022,6,Privada,55-74,F,999536.0
2022,6,Privada,75+,F,317440.0
2022,6,Pública,0-14,F,55823.0
2022,6,Pública,15-34,F,65427.0
2022,6,Pública,35-54,F,58278.0
2022,6,Pública,55-74,F,27918.0
2022,6,Pública,75+,F,3050.0
2022,6,No tiene cobertura social,0-14,F,831420.0
2022,6,No tiene cobertura social,15-34,F,1188914.0
2022,6,No tiene cobertura social,35-54,F,770304.0
2022,6,No tiene cobertura social,55-74,F,277938.0
2022,6,No tiene cobertura social,75+,F,10485.0
2022,10,Privada,0-14,F,24503.0
2022,10,Privada,15-34,F,29039.0
2022,10,Privada,35-54,F,32916.0
2022,10,Privada,55-74,F,23680.0
2022,10,Privada,75+,F,6114.0
2022,10,Pública,0-14,F,1347.0
2022,10,Pública,15-34,F,1553.0
2022,10,Pública,35-54,F,1800.0
2022,10,Pública,55-74,F,928.0
2022,10,Pública,75+,F,120.0
2022,10,No tiene cobertura social,0-14,F,22166.0
2022,10,No tiene cobertura social,15-34,F,39600.0
2022,10,No tiene cobertura social,35-54,F,19430.0
2022,10,No tiene cobertura social,55-74,F,5633.0
2022,10,No tiene cobertura social,75+,F,259.0
2022,14,Privada,0-14,F,225293.0
2022,14,Privada,15-34,F,311030.0
2022,14,Privada,35-54,F,298300.0
2022,14,Privada,55-74,F,224612.0
2022,14,Privada,75+,F,71372.0
2022,14,Pública,0-14,F,11945.0
2022,14,Pública,15-34,F,12950.0
2022,14,Pública,35-54,F,11972.0
2022,14,Pública,55-74,F,6601.0
2022,14,Pública,75+,F,701.0
2022,14,No tiene cobertura social,0-14,F,171827.0
2022,14,No tiene cobertura social,15-34,F,258933.0
2022,14,No tiene cobertura social,35-54,F,171530.0
2022,14,No tiene cobertura social,55-74,F,59762.0
2022,14,No tiene cobertura social,75+,F,1987.0
2022,18,Privada,0-14,F,57008.0
2022,18,Privada,15-34,F,66869.0
2022,18,Privada,35-54,F,66965.0
2022,18,Privada,55-74,F,58722.0
2022,18,Privada,75+,F,16367.0
2022,18,Pública,0-14,F,20469.0
2022,18,Pública,15-34,F,13095.0
2022,18,Pública,35-54,F,10088.0
2022,18,Pública,55-74,F,5730.0
2022,18,Pública,75+,F,460.0
2022,18,No tiene cobertura social,0-14,F,70874.0
2022,18,No tiene cobertura social,15-34,F,115936.0
2022,18,No tiene cobertura social,35-54,F,62357.0
2022,18,No tiene cobertura social,55-74,F,20814.0
2022,18,No tiene cobertura social,75+,F,1034.0
2022,22,Privada,0-14,F,46655.0
2022,22,Privada,15-34,F,56658.0
2022,22,Privada,35-54,F,59846.0
2022,22,Privada,55-74,F,48484.0
2022,22,Privada,75+,F,12336.0
2022,22,Pública,0-14,F,5229.0
2022,22,Pública,15-34,F,6983.0
2022,22,Pública,35-54,F,7452.0
2022,22,Pública,55-74,F,4116.0
2022,22,Pública,75+,F,299.0
2022,22,No tiene cobertura social,0-14,F,86131.0
2022,22,No tiene cobertura social,15-34,F,121551.0
2022,22,No tiene cobertura social,35-54,F,65781.0
2022,22,No tiene cobertura social,55-74,F,21591.0
2022,22,No tiene cobertura social,75+,F,800.0
2022,26,Privada,0-14,F,45425.0
2022,26,Privada,15-34,F,51168.0
2022,26,Privada,35-54,F,56748.0
2022,26,Privada,55-74,F,33951.0
2022,26,Privada,75+,F,8582.0
2022,26,Pública,0-14,F,2015.0
2022,26,Pública,15-34,F,2404.0
2022,26,Pública,35-54,F,2449.0
2022,26,Pública,55-74,F,1093.0
2022,26,Pública,75+,F,161.0
2022,26,No tiene cobertura social,0-14,F,19536.0
2022,26,No tiene cobertura social,15-34,F,36485.0
2022,26,No tiene cobertura social,35-54,F,21838.0
2022,26,No tiene cobertura social,55-74,F,7054.0
2022,26,No tiene cobertura social,75+,F,383.0
2022,30,Privada,0-14,F,86709.0
2022,30,Privada,15-34,F,104671.0
2022,30,Privada,35-54,F,110882.0
2022,30,Privada,55-74,F,85303.0
2022,30,Privada,75+,F,24320.0
2022,30,Pública,0-14,F,5131.0
2022,30,Pública,15-34,F,4602.0
2022,30,Pública,35-54,F,4558.0
2022,30,Pública,55-74,F,2592.0
2022,30,Pública,75+,F,193.0
2022,30,No tiene cobertura social,0-14,F,68560.0
2022,30,No tiene cobertura social,15-34,F,106421.0
2022,30,No tiene cobertura social,35-54,F,61968.0
2022,30,No tiene cobertura social,55-74,F,20856.0
2022,30,No tiene cobertura social,75+,F,570.0
2022,34,Privada,0-14,F,23446.0
2022,34,Privada,15-34,F,27094.0
2022,34,Privada,35-54,F,28285.0
2022,34,Privada,55-74,F,25631.0
2022,34,Privada,75+,F,7624.0
2022,34,Pública,0-14,F,2831.0
2022,34,Pública,15-34,F,3614.0
2022,34,Pública,35-54,F,3654.0
2022,34,Pública,55-74,F,2704.0
2022,34,Pública,75+,F,238.0
2022,34,No tiene cobertura social,0-14,F,51197.0
2022,34,No tiene cobertura social,15-34,F,66901.0
2022,34,No tiene cobertura social,35-54,F,37588.0
2022,34,No tiene cobertura social,55-74,F,13747.0
2022,34,No tiene cobertura social,75+,F,737.0
2022,38,Privada,0-14,F,43805.0
2022,38,Privada,15-34,F,47188.0
2022,38,Privada,35-54,F,52168.0
2022,38,Privada,55-74,F,37123.0
2022,38,Privada,75+,F,11665.0
2022,38,Pública,0-14,F,4247.0
2022,38,Pública,15-34,F,3931.0
2022,38,Pública,35-54,F,4087.0
2022,38,Pública,55-74,F,1901.0
2022,38,Pública,75+,F,235.0
2022,38,No tiene cobertura social,0-14,F,47590.0
2022,38,No tiene cobertura social,15-34,F,76824.0
2022,38,No tiene cobertura social,35-54,F,46051.0
2022,38,No tiene cobertura social,55-74,F,14238.0
2022,38,No tiene cobertura social,75+,F,692.0
2022,42,Privada,0-14,F,21132.0
2022,42,Privada,15-34,F,26714.0
2022,42,Privada,35-54,F,29036.0
2022,42,Privada,55-74,F,22838.0
2022,42,Privada,75+,F,7414.0
2022,42,Pública,0-14,F,2827.0
2022,42,Pública,15-34,F,3020.0
2022,42,Pública,35-54,F,2475.0
2022,42,Pública,55-74,F,1322.0
2022,42,Pública,75+,F,100.0
2022,42,No tiene cobertura social,0-14,F,15657.0
2022,42,No tiene cobertura social,15-34,F,23367.0
2022,42,No tiene cobertura social,35-54,F,14822.0
2022,42,No tiene cobertura social,55-74,F,5485.0
2022,42,No tiene cobertura social,75+,F,82.0
2022,46,Privada,0-14,F,20667.0
2022,46,Privada,15-34,F,27075.0
2022,46,Privada,35-54,F,26984.0
2022,46,Privada,55-74,F,19499.0
2022,46,Privada,75+,F,4741.0
2022,46,Pública,0-14,F,1442.0
2022,46,Pública,15-34,F,2048.0
2022,46,Pública,35-54,F,2065.0
2022,46,Pública,55-74,F,1265.0
2022,46,Pública,75+,F,162.0
2022,46,No tiene cobertura social,0-14,F,20898.0
2022,46,No tiene cobertura social,15-34,F,35548.0
2022,46,No tiene cobertura social,35-54,F,18603.0
2022,46,No tiene cobertura social,55-74,F,5037.0
2022,46,No tiene cobertura social,75+,F,232.0
2022,50,Privada,0-14,F,120990.0
2022,50,Privada,15-34,F,144022.0
2022,50,Privada,35-54,F,147456.0
2022,50,Privada,55-74,F,114152.0
2022,50,Privada,75+,F,37991.0
2022,50,Pública,0-14,F,7241.0
2022,50,Pública,15-34,F,7636.0
2022,50,Pública,35-54,F,7130.0
2022,50,Pública,55-74,F,3631.0
2022,50,Pública,75+,F,418.0
2022,50,No tiene cobertura social,0-14,F,109930.0
2022,50,No tiene cobertura social,15-34,F,153524.0
2022,50,No tiene cobertura social,35-54,F,92940.0
2022,50,No tiene cobertura social,55-74,F,32511.0
2022,50,No tiene cobertura social,75+,F,1148.0
2022,54,Privada,0-14,F,67774.0
2022,54,Privada,15-34,F,77050.0
2022,54,Privada,35-54,F,73706.0
2022,54,Privada,55-74,F,54724.0
2022,54,Privada,75+,F,14590.0
2022,54,Pública,0-14,F,11056.0
2022,54,Pública,15-34,F,10166.0
2022,54,Pública,35-54,F,8434.0
2022,54,Pública,55-74,F,4577.0
2022,54,Pública,75+,F,226.0
2022,54,No tiene cobertura social,0-14,F,94517.0
2022,54,No tiene cobertura social,15-34,F,117755.0
2022,54,No tiene cobertura social,35-54,F,63621.0
2022,54,No tiene cobertura social,55-74,F,23207.0
2022,54,No tiene cobertura social,75+,F,808.0
2022,58,Privada,0-14,F,50682.0
2022,58,Privada,15-34,F,61979.0
2022,58,Privada,35-54,F,63695.0
2022,58,Privada,55-74,F,36964.0
2022,58,Privada,75+,F,9311.0
2022,58,Pública,0-14,F,2551.0
2022,58,Pública,15-34,F,3138.0
2022,58,Pública,35-54,F,3259.0
2022,58,Pública,55-74,F,1643.0
2022,58,Pública,75+,F,201.0
2022,58,No tiene cobertura social,0-14,F,27387.0
2022,58,No tiene cobertura social,15-34,F,46281.0
2022,58,No tiene cobertura social,35-54,F,29412.0
2022,58,No tiene cobertura social,55-74,F,10655.0
2022,58,No tiene cobertura social,75+,F,394.0
2022,62,Privada,0-14,F,49073.0
2022,62,Privada,15-34,F,56229.0
2022,62,Privada,35-54,F,60587.0
2022,62,Privada,55-74,F,42250.0
2022,62,Privada,75+,F,12628.0
2022,62,Pública,0-14,F,2871.0
2022,62,Pública,15-34,F,3327.0
2022,62,Pública,35-54,F,3351.0
2022,62,Pública,55-74,F,1650.0
2022,62,Pública,75+,F,155.0
2022,62,No tiene cobertura social,0-14,F,31832.0
2022,62,No tiene cobertura social,15-34,F,53482.0
2022,62,No tiene cobertura social,35-54,F,34573.0
2022,62,No tiene cobertura social,55-74,F,12330.0
2022,62,No tiene cobertura social,75+,F,548.0
2022,66,Privada,0-14,F,74238.0
2022,66,Privada,15-34,F,86370.0
2022,66,Privada,35-54,F,84799.0
2022,66,Privada,55-74,F,60005.0
2022,66,Privada,75+,F,18479.0
2022,66,Pública,0-14,F,8542.0
2022,66,Pública,15-34,F,8304.0
2022,66,Pública,35-54,F,6893.0
2022,66,Pública,55-74,F,3375.0
2022,66,Pública,75+,F,323.0
2022,66,No tiene cobertura social,0-14,F,100356.0
2022,66,No tiene cobertura social,15-34,F,140223.0
2022,66,No tiene cobertura social,35-54,F,76488.0
2022,66,No tiene cobertura social,55-74,F,26948.0
2022,66,No tiene cobertura social,75+,F,1499.0
2022,70,Privada,0-14,F,46503.0
2022,70,Privada,15-34,F,50835.0
2022,70,Privada,35-54,F,51837.0
2022,70,Privada,55-74,F,39702.0
2022,70,Privada,75+,F,12513.0
2022,70,Pública,0-14,F,3267.0
2022,70,Pública,15-34,F,3329.0
2022,70,Pública,35-54,F,3192.0
2022,70,Pública,55-74,F,1724.0
2022,70,Pública,75+,F,228.0
2022,70,No tiene cobertura social,0-14,F,53086.0
2022,70,No tiene cobertura social,15-34,F,75330.0
2022,70,No tiene cobertura social,35-54,F,42425.0
2022,70,No tiene cobertura social,55-74,F,14133.0
2022,70,No tiene cobertura social,75+,F,497.0
2022,74,Privada,0-14,F,33089.0
2022,74,Privada,15-34,F,37851.0
2022,74,Privada,35-54,F,39869.0
2022,74,Privada,55-74,F,28577.0
2022,74,Privada,75+,F,8409.0
2022,74,Pública,0-14,F,3057.0
2022,74,Pública,15-34,F,3216.0
2022,74,Pública,35-54,F,3880.0
2022,74,Pública,55-74,F,1880.0
2022,74,Pública,75+,F,146.0
2022,74,No tiene cobertura social,0-14,F,25311.0
2022,74,No tiene cobertura social,15-34,F,44951.0
2022,74,No tiene cobertura social,35-54,F,24661.0
2022,74,No tiene cobertura social,55-74,F,9181.0
2022,74,No tiene cobertura social,75+,F,228.0
2022,78,Privada,0-14,F,31221.0
2022,78,Privada,15-34,F,33881.0
2022,78,Privada,35-54,F,35857.0
2022,78,Privada,55-74,F,17318.0
2022,78,Privada,75+,F,3385.0
2022,78,Pública,0-14,F,4627.0
2022,78,Pública,15-34,F,4442.0
2022,78,Pública,35-54,F,3018.0
2022,78,Pública,55-74,F,1188.0
2022,78,Pública,75+,F,100.0
2022,78,No tiene cobertura social,0-14,F,5607.0
2022,78,No tiene cobertura social,15-34,F,15465.0
2022,78,No tiene cobertura social,35-54,F,7571.0
2022,78,No tiene cobertura social,55-74,F,2079.0
2022,78,No tiene cobertura social,75+,F,106.0
2022,82,Privada,0-14,F,218373.0
2022,82,Privada,15-34,F,293441.0
2022,82,Privada,35-54,F,306188.0
2022,82,Privada,55-74,F,221160.0
2022,82,Privada,75+,F,67660.0
2022,82,Pública,0-14,F,11459.0
2022,82,Pública,15-34,F,14786.0
2022,82,Pública,35-54,F,13865.0
2022,82,Pública,55-74,F,6877.0
2022,82,Pública,75+,F,787.0
2022,82,No tiene cobertura social,0-14,F,148875.0
2022,82,No tiene cobertura social,15-34,F,211027.0
2022,82,No tiene cobertura social,35-54,F,132422.0
2022,82,No tiene cobertura social,55-74,F,46908.0
2022,82,No tiene cobertura social,75+,F,1446.0
2022,86,Privada,0-14,F,41173.0
2022,86,Privada,15-34,F,47150.0
2022,86,Privada,35-54,F,52766.0
2022,86,Privada,55-74,F,44313.0
2022,86,Privada,75+,F,13415.0
2022,86,Pública,0-14,F,3908.0
2022,86,Pública,15-34,F,5627.0
2022,86,Pública,35-54,F,6469.0
2022,86,Pública,55-74,F,4007.0
2022,86,Pública,75+,F,250.0
2022,86,No tiene cobertura social,0-14,F,91080.0
2022,86,No tiene cobertura social,15-34,F,122021.0
2022,86,No tiene cobertura social,35-54,F,66388.0
2022,86,No tiene cobertura social,55-74,F,19982.0
2022,86,No tiene cobertura social,75+,F,609.0
2022,90,Privada,0-14,F,110338.0
2022,90,Privada,15-34,F,142540.0
2022,90,Privada,35-54,F,125579.0
2022,90,Privada,55-74,F,92809.0
2022,90,Privada,75+,F,23496.0
2022,90,Pública,0-14,F,9021.0
2022,90,Pública,15-34,F,11879.0
2022,90,Pública,35-54,F,10496.0
2022,90,Pública,55-74,F,5861.0
2022,90,Pública,75+,F,635.0
2022,90,No tiene cobertura social,0-14,F,83629.0
2022,90,No tiene cobertura social,15-34,F,123774.0
2022,90,No tiene cobertura social,35-54,F,72474.0
2022,90,No tiene cobertura social,55-74,F,23261.0
2022,90,No tiene cobertura social,75+,F,908.0
2022,94,Privada,0-14,F,15949.0
2022,94,Privada,15-34,F,19641.0
2022,94,Privada,35-54,F,19207.0
2022,94,Privada,55-74,F,10273.0
2022,94,Privada,75+,F,1409.0
2022,94,Pública,0-14,F,3248.0
2022,94,Pública,15-34,F,2972.0
2022,94,Pública,35-54,F,2056.0
2022,94,Pública,55-74,F,1028.0
2022,94,Pública,75+,F,66.0
2022,94,No tiene cobertura social,0-14,F,2239.0
2022,94,No tiene cobertura social,15-34,F,8050.0
2022,94,No tiene cobertura social,35-54,F,4241.0
2022,94,No tiene cobertura social,55-74,F,1308.0
2022,94,No tiene cobertura social,75+,F,55.0
2022,2,Privada,0-14,M,174500.0
2022,2,Privada,15-34,M,339254.0
2022,2,Privada,35-54,M,386627.0
2022,2,Privada,55-74,M,315718.0
2022,2,Privada,75+,M,163217.0
2022,2,Pública,0-14,M,6359.0
2022,2,Pública,15-34,M,11073.0
2022,2,Pública,35-54,M,10844.0
2022,2,Pública,55-74,M,6171.0
2022,2,Pública,75+,M,1529.0
2022,2,No tiene cobertura social,0-14,M,45470.0
2022,2,No tiene cobertura social,15-34,M,104103.0
2022,2,No tiene cobertura social,35-54,M,70057.0
2022,2,No tiene cobertura social,55-74,M,28784.0
2022,2,No tiene cobertura social,75+,M,2967.0
2022,6,Privada,0-14,M,1017951.0
2022,6,Privada,15-34,M,1349677.0
2022,6,Privada,35-54,M,1540794.0
2022,6,Privada,55-74,M,1288953.0
2022,6,Privada,75+,M,537973.0
2022,6,Pública,0-14,M,53388.0
2022,6,Pública,15-34,M,77195.0
2022,6,Pública,35-54,M,79271.0
2022,6,Pública,55-74,M,32970.0
2022,6,Pública,75+,M,4983.0
2022,6,No tiene cobertura social,0-14,M,813708.0
2022,6,No tiene cobertura social,15-34,M,1229295.0
2022,6,No tiene cobertura social,35-54,M,762799.0
2022,6,No tiene cobertura social,55-74,M,212856.0
2022,6,No tiene cobertura social,75+,M,13674.0
2022,10,Privada,0-14,M,24097.0
2022,10,Privada,15-34,M,29208.0
2022,10,Privada,35-54,M,35034.0
2022,10,Privada,55-74,M,27542.0
2022,10,Privada,75+,M,9581.0
2022,10,Pública,0-14,M,1322.0
2022,10,Pública,15-34,M,1678.0
2022,10,Pública,35-54,M,2110.0
2022,10,Pública,55-74,M,1006.0
2022,10,Pública,75+,M,132.0
2022,10,No tiene cobertura social,0-14,M,22000.0
2022,10,No tiene cobertura social,15-34,M,40385.0
2022,10,No tiene cobertura social,35-54,M,19921.0
2022,10,No tiene cobertura social,55-74,M,4235.0
2022,10,No tiene cobertura social,75+,M,286.0
2022,14,Privada,0-14,M,217765.0
2022,14,Privada,15-34,M,322786.0
2022,14,Privada,35-54,M,331226.0
2022,14,Privada,55-74,M,291790.0
2022,14,Privada,75+,M,120418.0
2022,14,Pública,0-14,M,11537.0
2022,14,Pública,15-34,M,15146.0
2022,14,Pública,35-54,M,15096.0
2022,14,Pública,55-74,M,7657.0
2022,14,Pública,75+,M,1305.0
2022,14,No tiene cobertura social,0-14,M,168243.0
2022,14,No tiene cobertura social,15-34,M,260383.0
2022,14,No tiene cobertura social,35-54,M,165982.0
2022,14,No tiene cobertura social,55-74,M,41589.0
2022,14,No tiene cobertura social,75+,M,2326.0
2022,18,Privada,0-14,M,54418.0
2022,18,Privada,15-34,M,69504.0
2022,18,Privada,35-54,M,75650.0
2022,18,Privada,55-74,M,73617.0
2022,18,Privada,75+,M,26560.0
2022,18,Pública,0-14,M,19954.0
2022,18,Pública,15-34,M,20164.0
2022,18,Pública,35-54,M,16757.0
2022,18,Pública,55-74,M,7155.0
2022,18,Pública,75+,M,720.0
2022,18,No tiene cobertura social,0-14,M,68859.0
2022,18,No tiene cobertura social,15-34,M,115937.0
2022,18,No tiene cobertura social,35-54,M,58180.0
2022,18,No tiene cobertura social,55-74,M,14298.0
2022,18,No tiene cobertura social,75+,M,1110.0
2022,22,Privada,0-14,M,46025.0
2022,22,Privada,15-34,M,61905.0
2022,22,Privada,35-54,M,70545.0
2022,22,Privada,55-74,M,62908.0
2022,22,Privada,75+,M,21147.0
2022,22,Pública,0-14,M,4779.0
2022,22,Pública,15-34,M,7415.0
2022,22,Pública,35-54,M,9429.0
2022,22,Pública,55-74,M,4707.0
2022,22,Pública,75+,M,434.0
2022,22,No tiene cobertura social,0-14,M,83988.0
2022,22,No tiene cobertura social,15-34,M,125048.0
2022,22,No tiene cobertura social,35-54,M,65305.0
2022,22,No tiene cobertura social,55-74,M,16125.0
2022,22,No tiene cobertura social,75+,M,931.0
2022,26,Privada,0-14,M,44461.0
2022,26,Privada,15-34,M,53136.0
2022,26,Privada,35-54,M,61547.0
2022,26,Privada,55-74,M,39918.0
2022,26,Privada,75+,M,13057.0
2022,26,Pública,0-14,M,2012.0
2022,26,Pública,15-34,M,2671.0
2022,26,Pública,35-54,M,2983.0
2022,26,Pública,55-74,M,1394.0
2022,26,Pública,75+,M,197.0
2022,26,No tiene cobertura social,0-14,M,19030.0
2022,26,No tiene cobertura social,15-34,M,34739.0
2022,26,No tiene cobertura social,35-54,M,19558.0
2022,26,No tiene cobertura social,55-74,M,5013.0
2022,26,No tiene cobertura social,75+,M,446.0
2022,30,Privada,0-14,M,82848.0
2022,30,Privada,15-34,M,107051.0
2022,30,Privada,35-54,M,122539.0
2022,30,Privada,55-74,M,106824.0
2022,30,Privada,75+,M,42474.0
2022,30,Pública,0-14,M,4938.0
2022,30,Pública,15-34,M,5685.0
2022,30,Pública,35-54,M,6082.0
2022,30,Pública,55-74,M,3029.0
2022,30,Pública,75+,M,354.0
2022,30,No tiene cobertura social,0-14,M,66519.0
2022,30,No tiene cobertura social,15-34,M,106873.0
2022,30,No tiene cobertura social,35-54,M,57555.0
2022,30,No tiene cobertura social,55-74,M,14324.0
2022,30,No tiene cobertura social,75+,M,666.0
2022,34,Privada,0-14,M,22754.0
2022,34,Privada,15-34,M,27852.0
2022,34,Privada,35-54,M,33058.0
2022,34,Privada,55-74,M,32360.0
2022,34,Privada,75+,M,10800.0
2022,34,Pública,0-14,M,2798.0
2022,34,Pública,15-34,M,3723.0
2022,34,Pública,35-54,M,5130.0
2022,34,Pública,55-74,M,3274.0
2022,34,Pública,75+,M,265.0
2022,34,No tiene cobertura social,0-14,M,49899.0
2022,34,No tiene cobertura social,15-34,M,70688.0
2022,34,No tiene cobertura social,35-54,M,36618.0
2022,34,No tiene cobertura social,55-74,M,10167.0
2022,34,No tiene cobertura social,75+,M,830.0
2022,38,Privada,0-14,M,42597.0
2022,38,Privada,15-34,M,46718.0
2022,38,Privada,35-54,M,57240.0
2022,38,Privada,55-74,M,47895.0
2022,38,Privada,75+,M,17022.0
2022,38,Pública,0-14,M,4130.0
2022,38,Pública,15-34,M,4800.0
2022,38,Pública,35-54,M,5264.0
2022,38,Pública,55-74,M,2715.0
2022,38,Pública,75+,M,386.0
2022,38,No tiene cobertura social,0-14,M,47131.0
2022,38,No tiene cobertura social,15-34,M,80029.0
2022,38,No tiene cobertura social,35-54,M,47824.0
2022,38,No tiene cobertura social,55-74,M,12700.0
2022,38,No tiene cobertura social,75+,M,1168.0
2022,42,Privada,0-14,M,20018.0
2022,42,Privada,15-34,M,25903.0
2022,42,Privada,35-54,M,31743.0
2022,42,Privada,55-74,M,27421.0
2022,42,Privada,75+,M,11256.0
2022,42,Pública,0-14,M,2690.0
2022,42,Pública,15-34,M,3371.0
2022,42,Pública,35-54,M,3238.0
2022,42,Pública,55-74,M,1384.0
2022,42,Pública,75+,M,155.0
2022,42,No tiene cobertura social,0-14,M,15528.0
2022,42,No tiene cobertura social,15-34,M,23231.0
2022,42,No tiene cobertura social,35-54,M,13733.0
2022,42,No tiene cobertura social,55-74,M,3132.0
2022,42,No tiene cobertura social,75+,M,99.0
2022,46,Privada,0-14,M,20140.0
2022,46,Privada,15-34,M,28649.0
2022,46,Privada,35-54,M,30754.0
2022,46,Privada,55-74,M,23057.0
2022,46,Privada,75+,M,7209.0
2022,46,Pública,0-14,M,1374.0
2022,46,Pública,15-34,M,2142.0
2022,46,Pública,35-54,M,2615.0
2022,46,Pública,55-74,M,1433.0
2022,46,Pública,75+,M,268.0
2022,46,No tiene cobertura social,0-14,M,20196.0
2022,46,No tiene cobertura social,15-34,M,36674.0
2022,46,No tiene cobertura social,35-54,M,17691.0
2022,46,No tiene cobertura social,55-74,M,3731.0
2022,46,No tiene cobertura social,75+,M,254.0
2022,50,Privada,0-14,M,117342.0
2022,50,Privada,15-34,M,148510.0
2022,50,Privada,35-54,M,164987.0
2022,50,Privada,55-74,M,147997.0
2022,50,Privada,75+,M,60542.0
2022,50,Pública,0-14,M,7010.0
2022,50,Pública,15-34,M,8907.0
2022,50,Pública,35-54,M,9179.0
2022,50,Pública,55-74,M,4608.0
2022,50,Pública,75+,M,656.0
2022,50,No tiene cobertura social,0-14,M,106951.0
2022,50,No tiene cobertura social,15-34,M,154756.0
2022,50,No tiene cobertura social,35-54,M,92132.0
2022,50,No tiene cobertura social,55-74,M,25031.0
2022,50,No tiene cobertura social,75+,M,1445.0
2022,54,Privada,0-14,M,65656.0
2022,54,Privada,15-34,M,81575.0
2022,54,Privada,35-54,M,81069.0
2022,54,Privada,55-74,M,66725.0
2022,54,Privada,75+,M,20808.0
2022,54,Pública,0-14,M,10710.0
2022,54,Pública,15-34,M,12093.0
2022,54,Pública,35-54,M,12306.0
2022,54,Pública,55-74,M,5833.0
2022,54,Pública,75+,M,367.0
2022,54,No tiene cobertura social,0-14,M,91248.0
2022,54,No tiene cobertura social,15-34,M,122444.0
2022,54,No tiene cobertura social,35-54,M,62562.0
2022,54,No tiene cobertura social,55-74,M,16787.0
2022,54,No tiene cobertura social,75+,M,953.0
2022,58,Privada,0-14,M,49399.0
2022,58,Privada,15-34,M,62394.0
2022,58,Privada,35-54,M,69418.0
2022,58,Privada,55-74,M,45020.0
2022,58,Privada,75+,M,13512.0
2022,58,Pública,0-14,M,2561.0
2022,58,Pública,15-34,M,3352.0
2022,58,Pública,35-54,M,3907.0
2022,58,Pública,55-74,M,2104.0
2022,58,Pública,75+,M,238.0
2022,58,No tiene cobertura social,0-14,M,27054.0
2022,58,No tiene cobertura social,15-34,M,45312.0
2022,58,No tiene cobertura social,35-54,M,27780.0
2022,58,No tiene cobertura social,55-74,M,8456.0
2022,58,No tiene cobertura social,75+,M,519.0
2022,62,Privada,0-14,M,47310.0
2022,62,Privada,15-34,M,57153.0
2022,62,Privada,35-54,M,68440.0
2022,62,Privada,55-74,M,52456.0
2022,62,Privada,75+,M,18626.0
2022,62,Pública,0-14,M,2848.0
2022,62,Pública,15-34,M,3467.0
2022,62,Pública,35-54,M,4326.0
2022,62,Pública,55-74,M,1930.0
2022,62,Pública,75+,M,248.0
2022,62,No tiene cobertura social,0-14,M,30868.0
2022,62,No tiene cobertura social,15-34,M,53622.0
2022,62,No tiene cobertura social,35-54,M,32231.0
